gene	kcore
BRIP1	44
BRIX1	25
BRK1	31
BRMS1	31
BRMS1L	25
BROX	2
BRP44	1
BRP44L	3
BRPF1	35
BRPF3	6
BRS3	3
BRSK1	16
BRSK2	13
BRWD1	15
BRWD3	5
BSCL2	26
BSDC1	5
BSG	22
BSN	5
BSND	22
BSPRY	3
BST1	6
BST2	6
BSX	2
BTAF1	8
BTBD1	24
BTBD10	11
BTBD12	2
BTBD16	1
BTBD18	2
BTBD2	30
BTBD3	10
BTBD6	20
BTC	66
BTF3	27
BTF3L4	3
BTG1	23
BTG2	23
BTG3	9
BTG4	6
BTK	105
BTLA	4
BTN1A1	2
BTN2A1	8
BTN2A2	29
BTN3A1	1
BTN3A2	1
BTN3A3	7
BTNL8	4
BTNL9	15
BTRC	85
BUB1	96
BUB1B	96
BUB1B-PAK6	2
BUB3	96
BUD13	3
BUD23	49
BUD31	160
BVES	8
BXDC2	4
BYSL	61
BZRAP1	17
BZW1	4
BZW2	7
C-ERBB-3	4
C-FGR	22
C10ORF2	1
C10ORF4	2
C10ORF62	8
C10ORF82	1
C10ORF90	3
C10orf10	6
C10orf104	1
C10orf119	1
C10orf12	2
C10orf120	1
C10orf18	2
C10orf2	2
C10orf35	1
C10orf4	7
C10orf54	2
C10orf55	36
C10orf62	8
C10orf67	12
C10orf82	8
C10orf88	6
C11ORF1	2
C11ORF16	2
C11ORF49	11
C11ORF53	1
C11ORF54	3
C11ORF65	5
C11ORF68	7
C11ORF71	2
C11ORF74	2
C11ORF87	8
C11ORF95	1
C11orf1	32
C11orf16	11
C11orf17	1
C11orf24	7
C11orf30	3
C11orf41	1
C11orf45	6
C11orf49	14
C11orf52	1
C11orf54	2
C11orf58	1
C11orf59	4
C11orf61	1
C11orf65	5
C11orf68	11
C11orf87	15
C12ORF10	7
C12ORF40	1
C12ORF45	2
C12ORF49	2
C12ORF50	1
C12ORF57	1
C12ORF60	1
C12ORF65	1
C12ORF66	48
C12ORF76	2
C12orf10	1
C12orf11	1
C12orf12	3
C12orf35	1
C12orf40	4
C12orf49	1
C12orf50	1
C12orf57	2
C12orf60	1
C12orf66	1
C13orf15	1
C13orf34	3
C14ORF1	37
C14ORF119	1
C14ORF133	1
C14ORF166	1
C14ORF46	8
C14ORF93	1
C14orf1	34
C14orf106	1
C14orf119	30
C14orf133	1
C14orf135	1
C14orf139	4
C14orf147	1
C14orf166	1
C14orf180	29
C14orf39	3
C14orf4	1
C14orf48	1
C15ORF39	2
C15ORF48	2
C15orf23	3
C15orf29	3
C15orf39	1
C15orf41	2
C15orf63	1
C15orf65	1
C16ORF35	10
C16ORF58	1
C16ORF70	2
C16ORF72	1
C16ORF74	2
C16ORF87	1
C16orf28	3
C16orf45	1
C16orf48	11
C16orf53	1
C16orf54	6
C16orf57	1
C16orf59	1
C16orf70	8
C16orf72	1
C16orf74	2
C16orf80	1
C16orf87	2
C16orf92	10
C17ORF47	4
C17ORF53	2
C17ORF67	2
C17ORF75	1
C17ORF82	6
C17ORF99	5
C17orf28	5
C17orf42	1
C17orf49	1
C17orf50	11
C17orf61	2
C17orf65	1
C17orf70	2
C17orf75	4
C17orf81	1
C18ORF25	3
C18ORF45	2
C18orf10	1
C18orf20	1
C18orf25	7
C18orf45	1
C18orf54	6
C18orf56	1
C19ORF12	2
C19ORF25	6
C19ORF44	2
C19ORF47	1
C19ORF57	21
C19ORF73	3
C19orf10	2
C19orf18	4
C19orf2	4
C19orf25	14
C19orf29OS	1
C19orf38	1
C19orf40	1
C19orf43	1
C19orf44	10
C19orf47	2
C19orf50	20
C19orf54	41
C19orf57	14
C19orf6	1
C19orf60	1
C19orf62	1
C1D	61
C1GALT1	22
C1GALT1C1	20
C1ORF104	1
C1ORF105	1
C1ORF109	36
C1ORF112	1
C1ORF116	1
C1ORF122	1
C1ORF174	7
C1ORF189	2
C1ORF21	1
C1ORF216	22
C1ORF48	1
C1ORF50	5
C1ORF94	40
C1QA	93
C1QB	93
C1QBP	57
C1QC	93
C1QL1	1
C1QL3	1
C1QL4	18
C1QTNF1	10
C1QTNF2	18
C1QTNF3	1
C1QTNF4	4
C1QTNF5	4
C1QTNF6	3
C1QTNF9	14
C1R	93
C1RL	1
C1S	93
C1orf103	41
C1orf105	4
C1orf107	1
C1orf109	44
C1orf111	1
C1orf112	1
C1orf114	1
C1orf116	2
C1orf123	1
C1orf124	1
C1orf128	2
C1orf131	3
C1orf156	1
C1orf159	2
C1orf174	6
C1orf182	1
C1orf189	1
C1orf190	8
C1orf21	1
C1orf216	37
C1orf35	23
C1orf50	10
C1orf56	5
C1orf61	2
C1orf63	1
C1orf65	8
C1orf74	5
C1orf87	1
C1orf89	1
C1orf94	32
C2	93
C20ORF112/RUNX1	2
C20ORF12	1
C20ORF141	1
C20ORF194	7
C20ORF27	2
C20orf12	1
C20orf158	5
C20orf173	1
C20orf195	4
C20orf20	12
C20orf202	8
C20orf27	2
C20orf3	2
C20orf30	3
C20orf4	2
C20orf72	1
C20orf85	20
C21ORF57	1
C21ORF58	3
C21orf33	1
C21orf45	1
C21orf56	1
C21orf58	12
C21orf63	1
C21orf7	2
C21orf77	1
C21orf91	7
C22ORF23	1
C22ORF39	7
C22ORF46	1
C22orf15	11
C22orf23	2
C22orf39	29
C22orf46	1
C22orf9	3
C2CD2L	25
C2CD3	93
C2CD5	23
C2CD6	40
C2ORF27B	1
C2ORF42	1
C2ORF49	5
C2ORF50	1
C2ORF73	2
C2ORF74	1
C2ORF88	7
C2orf15	1
C2orf18	10
C2orf28	1
C2orf3	1
C2orf42	4
C2orf44	3
C2orf50	2
C2orf51	3
C2orf65	1
C2orf68	12
C2orf7	1
C2orf74	1
C2orf76	1
C2orf83	1
C2orf88	3
C3	37
C3AR1	15
C3ORF38	1
C3ORF60	1
C3ORF62	6
C3orf10	4
C3orf15	1
C3orf19	1
C3orf33	1
C3orf34	2
C3orf38	1
C3orf52	30
C3orf56	1
C3orf62	4
C3orf63	2
C4A	93
C4B	93
C4BPA	16
C4BPB	8
C4ORF17	8
C4ORF19	2
C4ORF3	1
C4ORF33	2
C4ORF42	2
C4ORF46	3
C4orf14	9
C4orf17	10
C4orf19	3
C4orf27	1
C4orf3	29
C4orf33	2
C4orf34	1
C4orf41	1
C4orf42	1
C4orf45	20
C4orf46	7
C5	26
C5AR1	16
C5AR2	4
C5ORF22	2
C5ORF24	1
C5ORF30	2
C5ORF60	7
C5orf13	1
C5orf22	3
C5orf24	1
C5orf25	1
C5orf38	1
C5orf46	12
C5orf49	4
C5orf51	1
C5orf55	2
C5orf62	1
C6	12
C6ORF136	2
C6ORF141	2
C6ORF201	1
C6ORF226	5
C6ORF47	2
C6ORF62	1
C6orf141	1
C6orf15	5
C6orf165	3
C6orf167	1
C6orf201	1
C6orf203	1
C6orf223	1
C6orf226	1
C6orf25	2
C6orf47	5
C6orf62	1
C6orf89	1
C7	9
C7ORF25	17
C7ORF26	2
C7ORF31	2
C7ORF50	2
C7orf16	2
C7orf20	11
C7orf25	4
C7orf26	1
C7orf30	1
C7orf31	9
C7orf34	1
C7orf36	4
C7orf43	1
C7orf50	2
C7orf57	9
C7orf64	29
C8A	10
C8B	9
C8G	9
C8ORF30A	6
C8ORF33	30
C8ORF34	2
C8ORF48	4
C8ORF74	4
C8orf30A	6
C8orf33	13
C8orf34	7
C8orf48	4
C8orf58	1
C8orf74	1
C9	9
C9J1E8	1
C9J2D9	7
C9J3D2	15
C9JIR5	2
C9JJD5	2
C9JL37	1
C9JL77	2
C9JLM1	3
C9JMK7	1
C9JTL3	18
C9JV16	6
C9JWR9	14
C9JX13	2
C9K004	1
C9K0W8	1
C9ORF106	2
C9ORF116	1
C9ORF16	6
C9ORF43	1
C9ORF72	12
C9ORF75	1
C9ORF78	6
C9orf100	2
C9orf116	1
C9orf152	2
C9orf153	2
C9orf16	5
C9orf24	23
C9orf25	3
C9orf46	2
C9orf57	2
C9orf64	1
C9orf72	7
C9orf75	1
C9orf78	1
C9orf82	3
C9orf86	5
C9orf89	1
C9orf9	2
CA1	3
CA12	11
CA13	2
CA14	1
CA2	10
CA3	2
CA4	4
CA6	4
CA8	11
CA9	11
CAAP1	3
CAB39	19
CAB39L	13
CABC1	1
CABIN1	29
CABLES1	22
CABLES2	11
CABP1	5
CABP2	25
CABP4	5
CABP5	22
CABP7	1
CABYR	1
CACFD1	9
CACHD1	6
CACNA1A	49
CACNA1B	34
CACNA1C	52
CACNA1D	52
CACNA1E	22
CACNA1F	50
CACNA1G	26
CACNA1H	23
CACNA1I	22
CACNA1S	52
CACNA2D1	45
CACNA2D2	45
CACNA2D3	45
CACNA2D4	45
CACNB1	45
CACNB2	45
CACNB3	45
CACNB4	45
CACNG1	45
CACNG2	45
CACNG3	45
CACNG4	45
CACNG5	45
CACNG6	45
CACNG7	45
CACNG8	45
CACTIN	9
CACTIN-AS1	1
CACUL1	3
CACYBP	34
CAD	21
CADM1	8
CADM3	4
CADM4	4
CADPS	29
CADPS2	15
CAGE1	11
CALB1	7
CALB2	3
CALCA	12
CALCB	9
CALCOCO1	31
CALCOCO2	50
CALCR	26
CALCRL	11
CALD1	35
CALHM1	3
CALHM6	3
CALM1	45
CALM2	34
CALM3	66
CALML3	47
CALML4	46
CALML5	46
CALML6	46
CALN1	9
CALR	55
CALR3	23
CALU	15
CALY	2
CAMK1	36
CAMK1D	28
CAMK1G	25
CAMK2A	55
CAMK2B	55
CAMK2D	55
CAMK2G	55
CAMK2N1	1
CAMK2N2	3
CAMK4	53
CAMKK1	13
CAMKK2	19
CAMKMT	1
CAMKV	3
CAMLG	25
CAMP	15
CAMSAP1	11
CAMSAP2	7
CAMSAP3	10
CAMTA1	2
CAMTA2	9
CAND1	71
CAND2	12
CANT1	2
CANX	54
CAP1	19
CAP2	19
CAPG	4
CAPN1	47
CAPN10	6
CAPN11	5
CAPN12	1
CAPN15	5
CAPN2	26
CAPN3	23
CAPN5	1
CAPN6	2
CAPN7	16
CAPN8	2
CAPN9	2
CAPNS1	24
CAPNS2	10
CAPRIN1	16
CAPRIN2	10
CAPZA1	62
CAPZA2	62
CAPZA3	62
CAPZB	62
CARD10	42
CARD11	24
CARD14	7
CARD16	14
CARD17	14
CARD18	4
CARD6	4
CARD8	12
CARD9	51
CARF	2
CARHSP1	26
CARM1	61
CARMIL1	3
CARNMT1	3
CARNS1	1
CARS	1
CARTPT	3
CASC1	2
CASC3	150
CASC4	2
CASC5	3
CASD1	1
CASK	34
CASKIN1	2
CASP1	45
CASP10	44
CASP12	7
CASP14	17
CASP2	44
CASP3	66
CASP4	21
CASP5	9
CASP6	44
CASP7	49
CASP8	59
CASP8AP2	28
CASP9	38
CASPASE-9C	14
CASQ1	7
CASQ2	8
CASR	26
CASS4	15
CAST	22
CASTOR1	48
CASTOR2	48
CASZ1	9
CAT	26
CATIP	13
CATSPER1	42
CATSPER2	4
CATSPER3	4
CATSPER4	4
CATSPERB	4
CATSPERD	4
CATSPERG	4
CAV1	64
CAV2	40
CAV3	43
CAVIN1	40
CAVIN2	9
CAVIN3	13
CAVIN4	12
CBARP	9
CBFA2T2	34
CBFA2T3	26
CBFB	59
CBL	69
CBLB	58
CBLC	43
CBLIF	7
CBLL1	15
CBLL2	12
CBLN1	3
CBLN2	2
CBLN3	2
CBLN4	2
CBP	1
CBR1	14
CBR3	5
CBR4	1
CBS	15
CBSL	5
CBWD1	2
CBWD2	1
CBWD3	2
CBWD5	2
CBX1	49
CBX2	36
CBX3	53
CBX4	39
CBX5	53
CBX6	19
CBX7	19
CBX8	50
CBY1	24
CBY2	47
CC2D1A	9
CC2D1B	3
CC2D2A	93
CCAR1	160
CCAR2	39
CCBE1	11
CCBL2	1
CCBP2	14
CCDC101	3
CCDC102B	44
CCDC103	13
CCDC105	2
CCDC106	29
CCDC107	8
CCDC109B	1
CCDC11	2
CCDC110	1
CCDC112	10
CCDC113	7
CCDC114	9
CCDC115	9
CCDC116	27
CCDC117	6
CCDC12	2
CCDC120	47
CCDC121	7
CCDC124	4
CCDC125	34
CCDC126	1
CCDC127	1
CCDC13	38
CCDC130	18
CCDC134	3
CCDC136	45
CCDC137	4
CCDC138	11
CCDC14	14
CCDC141	3
CCDC146	41
CCDC148	3
CCDC150	6
CCDC151	13
CCDC152	4
CCDC153	17
CCDC155	30
CCDC157	2
CCDC158	11
CCDC159	1
CCDC167	28
CCDC17	10
CCDC170	2
CCDC172	17
CCDC174	3
CCDC179	3
CCDC181	1
CCDC183	7
CCDC184	13
CCDC185	35
CCDC186	2
CCDC187	45
CCDC196	28
CCDC197	18
CCDC198	26
CCDC22	73
CCDC24	27
CCDC25	4
CCDC26	7
CCDC27	1
CCDC28A	8
CCDC28B	16
CCDC32	2
CCDC33	49
CCDC34	2
CCDC36	36
CCDC40	2
CCDC42	4
CCDC43	3
CCDC45	1
CCDC47	2
CCDC50	6
CCDC51	1
CCDC53	14
CCDC57	45
CCDC59	2
CCDC6	30
CCDC60	1
CCDC62	1
CCDC67	2
CCDC68	3
CCDC69	3
CCDC7	4
CCDC70	11
CCDC74A	5
CCDC74B	7
CCDC78	1
CCDC8	15
CCDC80	1
CCDC83	1
CCDC84	5
CCDC85A	5
CCDC85B	48
CCDC85C	1
CCDC86	2
CCDC87	8
CCDC88A	7
CCDC88B	31
CCDC88C	8
CCDC89	5
CCDC9	3
CCDC90B	24
CCDC91	8
CCDC92	11
CCDC93	12
CCDC96	2
CCDC97	2
CCDC99	2
CCER1	14
CCHCR1	51
CCIN	1
CCK	16
CCKAR	15
CCKBR	19
CCL1	42
CCL11	46
CCL13	42
CCL14	38
CCL15	34
CCL15-CCL14	32
CCL16	41
CCL17	35
CCL18	42
CCL19	44
CCL2	44
CCL20	45
CCL21	42
CCL22	39
CCL23	43
CCL24	34
CCL25	40
CCL26	36
CCL27	34
CCL28	35
CCL3	43
CCL3L1	35
CCL3L3	6
CCL4	46
CCL4L1	34
CCL4L2	25
CCL5	51
CCL7	41
CCL8	37
CCM1	2
CCM2	11
CCM2L	4
CCN1	19
CCN2	30
CCN3	22
CCN4	2
CCN5	1
CCNA1	42
CCNA2	52
CCNB1	96
CCNB1IP1	10
CCNB2	96
CCNB3	30
CCNC	61
CCND1	77
CCND2	59
CCND3	61
CCNDBP1	42
CCNE1	78
CCNE2	75
CCNF	85
CCNG1	26
CCNG2	14
CCNH	72
CCNI	10
CCNI2	1
CCNJL	6
CCNK	72
CCNL1	20
CCNL2	18
CCNO	7
CCNQ	2
CCNT1	72
CCNT2	72
CCNY	5
CCNYL1	3
CCNYL2	2
CCNYL3	2
CCP110	81
CCPG1	2
CCR1	46
CCR10	46
CCR2	46
CCR3	46
CCR4	46
CCR5	51
CCR6	46
CCR7	46
CCR8	46
CCR9	46
CCRL1	10
CCRL2	42
CCS	6
CCSER1	5
CCSER2	11
CCT2	49
CCT3	55
CCT4	51
CCT5	48
CCT6A	42
CCT6B	23
CCT7	49
CCT8	54
CCZ1B	6
CD101	33
CD109	2
CD14	51
CD151	16
CD160	10
CD163	11
CD164	33
CD164L2	2
CD177	7
CD180	4
CD19	38
CD1A	20
CD1B	20
CD1C	20
CD1D	24
CD1E	18
CD2	30
CD200	4
CD200R1	9
CD200R1L	2
CD207	5
CD209	17
CD21	4
CD22	74
CD226	5
CD24	5
CD244	12
CD247	105
CD27	7
CD274	41
CD276	1
CD28	49
CD2AP	34
CD2BP2	160
CD300A	9
CD300C	10
CD300E	4
CD300LB	1
CD300LF	4
CD300LG	7
CD302	8
CD320	5
CD33	27
CD34	9
CD36	42
CD37	25
CD38	16
CD3D	66
CD3E	58
CD3EAP	48
CD3G	105
CD4	77
CD40	67
CD40LG	67
CD44	56
CD46	19
CD47	32
CD48	25
CD5	20
CD52	25
CD53	36
CD55	62
CD58	9
CD59	62
CD5L	1
CD6	8
CD63	16
CD68	17
CD69	17
CD7	18
CD70	9
CD72	20
CD74	49
CD79A	81
CD79B	80
CD80	46
CD81	30
CD82	23
CD83	9
CD84	12
CD86	48
CD8A	46
CD8B	45
CD8B2	3
CD9	22
CD93	22
CD95	11
CD96	1
CD97	10
CD99	10
CD99L2	8
CDA	18
CDAN1	4
CDC123	1
CDC14A	20
CDC14B	25
CDC16	81
CDC2	40
CDC20	96
CDC20B	36
CDC23	81
CDC25A	69
CDC25B	47
CDC25C	47
CDC26	81
CDC27	81
CDC2L2	9
CDC34	35
CDC37	66
CDC37L1	25
CDC40	160
CDC42	96
CDC42BPA	20
CDC42BPB	19
CDC42BPG	13
CDC42EP1	14
CDC42EP2	12
CDC42EP3	7
CDC42EP4	6
CDC42EP5	5
CDC42SE1	3
CDC42SE2	2
CDC45	37
CDC45L	10
CDC5L	160
CDC6	75
CDC7	41
CDC73	63
CDCA2	4
CDCA3	11
CDCA4	20
CDCA5	96
CDCA7	1
CDCA7L	42
CDCA8	96
CDCP1	6
CDCREL-1	2
CDH1	70
CDH10	11
CDH11	13
CDH12	9
CDH13	70
CDH15	70
CDH16	70
CDH17	70
CDH18	10
CDH19	70
CDH2	46
CDH20	5
CDH22	70
CDH23	70
CDH24	9
CDH3	70
CDH4	8
CDH5	70
CDH6	11
CDH7	11
CDH8	10
CDH9	11
CDHR1	70
CDHR2	70
CDHR3	3
CDHR5	3
CDIP1	13
CDIPT	35
CDK1	96
CDK10	10
CDK11A	18
CDK11B	20
CDK12	48
CDK13	20
CDK14	11
CDK15	5
CDK16	23
CDK17	10
CDK18	42
CDK19	61
CDK2	81
CDK20	6
CDK2AP1	15
CDK2AP2	14
CDK3	59
CDK4	69
CDK5	58
CDK5R1	47
CDK5R2	8
CDK5RAP1	4
CDK5RAP2	93
CDK5RAP3	18
CDK6	61
CDK7	72
CDK8	61
CDK9	72
CDKAL1	1
CDKL1	5
CDKL2	2
CDKL3	25
CDKL5	6
CDKN1A	81
CDKN1B	81
CDKN1C	23
CDKN2A	61
CDKN2AIP	2
CDKN2AIPNL	5
CDKN2B	55
CDKN2C	46
CDKN2D	42
CDKN3	7
CDNF	1
CDO1	1
CDON	24
CDPF1	15
CDR1	5
CDR2	42
CDR2L	37
CDRT4	1
CDS1	14
CDS2	20
CDSN	29
CDT1	40
CDV3	4
CDX1	10
CDX2	21
CDX4	10
CDY1	2
CDY1B	1
CDY2A	1
CDY2B	1
CDYL	4
CDYL2	8
CEACAM1	24
CEACAM16	1
CEACAM3	9
CEACAM4	1
CEACAM5	18
CEACAM6	33
CEACAM7	2
CEACAM8	6
CEBPA	61
CEBPB	67
CEBPD	49
CEBPE	34
CEBPG	34
CEBPZ	27
CECR2	3
CECR5	1
CEFIP	1
CEL	7
CELA1	13
CELA2A	4
CELA2B	5
CELA3A	2
CELA3B	2
CELF1	8
CELF2	3
CELF3	9
CELF4	9
CELF5	19
CELF6	2
CELSR1	70
CELSR2	70
CELSR3	70
CEMIP	2
CEMP1	2
CEND1	3
CENPA	96
CENPB	14
CENPBD1	2
CENPC	96
CENPC1	3
CENPE	96
CENPF	96
CENPH	96
CENPI	96
CENPJ	93
CENPK	96
CENPL	96
CENPM	96
CENPN	96
CENPO	96
CENPP	96
CENPQ	96
CENPS	96
CENPS-CORT	3
CENPT	96
CENPU	96
CENPV	1
CENPW	28
CENPX	43
CEP110	1
CEP120	7
CEP126	45
CEP128	1
CEP131	93
CEP135	93
CEP152	93
CEP162	93
CEP164	93
CEP170	10
CEP170B	2
CEP170P1	17
CEP19	24
CEP192	93
CEP20	1
CEP250	93
CEP290	93
CEP295	3
CEP350	4
CEP41	93
CEP43	1
CEP44	35
CEP55	43
CEP57	93
CEP57L1	45
CEP63	93
CEP68	9
CEP70	93
CEP72	93
CEP76	93
CEP78	93
CEP83	93
CEP85	8
CEP85L	4
CEP89	93
CEP95	18
CEP97	79
CEPT1	2
CER1	38
CERCAM	29
CERK	19
CERS1	1
CERS2	14
CERS3	16
CERS4	26
CERS5	4
CERS6	15
CERT	8
CERT1	13
CES1	9
CETN1	34
CETN2	93
CETN3	13
CETP	12
CF	14
CFAP100	4
CFAP161	4
CFAP20	8
CFAP206	37
CFAP298	1
CFAP36	3
CFAP410	6
CFAP43	1
CFAP44	1
CFAP45	1
CFAP52	3
CFAP53	26
CFAP58	5
CFAP65	1
CFAP77	1
CFAP91	1
CFAP97D1	1
CFB	9
CFC1	11
CFD	5
CFDP1	6
CFH	14
CFHR1	9
CFHR2	2
CFHR3	3
CFHR4	5
CFHR5	16
CFI	8
CFL1	40
CFL2	16
CFLAR	45
CFP	31
CFTR	72
CGA	26
CGAS	3
CGB	3
CGB3	4
CGB5	2
CGB7	1
CGB8	2
CGGBP1	19
CGN	24
CGNL1	9
CGREF1	2
CGRRF1	22
CH25H	2
CHAC1	1
CHAD	23
CHAF1A	49
CHAF1B	32
CHAMP1	2
CHAT	9
CHCHD1	86
CHCHD10	4
CHCHD2	32
CHCHD3	36
CHCHD4	5
CHCHD5	3
CHCHD6	12
CHCHD7	1
CHD1	18
CHD1L	47
CHD2	23
CHD3	54
CHD4	49
CHD5	8
CHD6	10
CHD7	26
CHD8	29
CHD9	57
CHDH	3
CHEK1	60
CHEK2	50
CHERP	160
CHFR	24
CHGA	13
CHGB	22
CHI3L1	8
CHI3L2	1
CHIA	3
CHIC2	41
CHID1	1
CHKA	14
CHKB	12
CHL1	10
CHLR1	25
CHM	30
CHML	30
CHMP1A	33
CHMP1B	18
CHMP2A	34
CHMP2B	34
CHMP3	34
CHMP4A	34
CHMP4B	34
CHMP4BP1	1
CHMP4C	34
CHMP5	33
CHMP6	34
CHMP7	34
CHN1	36
CHN2	36
CHODL	9
CHORDC1	15
CHP1	9
CHP2	2
CHPF	14
CHPF2	7
CHPT1	1
CHRAC1	3
CHRD	42
CHRDL1	11
CHRDL2	19
CHRFAM7A	3
CHRM1	49
CHRM2	62
CHRM3	46
CHRM4	46
CHRM5	45
CHRNA1	22
CHRNA10	3
CHRNA2	6
CHRNA3	8
CHRNA4	14
CHRNA5	6
CHRNA6	8
CHRNA7	18
CHRNA9	8
CHRNB1	7
CHRNB2	8
CHRNB3	6
CHRNB4	8
CHRND	8
CHRNE	6
CHRNG	22
CHST1	11
CHST10	1
CHST11	7
CHST12	7
CHST13	8
CHST14	7
CHST15	11
CHST2	7
CHST3	7
CHST4	19
CHST5	7
CHST6	8
CHST7	7
CHST8	2
CHST9	8
CHSY1	7
CHSY3	7
CHTF18	11
CHTF8	6
CHTOP	82
CHUK	66
CHURC1	3
CHURC1-FNTB	3
CIAO1	21
CIAO2A	21
CIAO2B	11
CIAO3	11
CIAPIN1	8
CIART	9
CIB1	27
CIB2	4
CIB3	27
CIB4	7
CIBAR1	2
CIC	18
CIDEA	16
CIDEB	27
CIDEC	15
CIITA	53
CILK1	2
CILP	5
CINP	31
CIPC	4
CIR1	19
CIRBP	18
CISD2	29
CISH	50
CIT	31
CITED1	47
CITED2	39
CITED4	5
CIZ1	3
CKAP2	2
CKAP4	12
CKAP5	96
CKB	17
CKLF	1
CKM	14
CKMT1A	14
CKMT1B	11
CKMT2	19
CKS1B	70
CKS2	34
CLASP1	96
CLASP2	96
CLASRP	10
CLC	3
CLCA1	5
CLCA2	5
CLCA3P	5
CLCA4	17
CLCC1	1
CLCF1	7
CLCN1	4
CLCN2	11
CLCN3	4
CLCN5	4
CLCN6	3
CLCN7	12
CLCNKA	19
CLCNKB	1
CLDN1	20
CLDN10	13
CLDN11	13
CLDN12	4
CLDN14	8
CLDN15	8
CLDN16	6
CLDN17	5
CLDN18	8
CLDN19	30
CLDN2	22
CLDN20	11
CLDN22	11
CLDN23	6
CLDN24	5
CLDN25	5
CLDN3	14
CLDN4	19
CLDN5	28
CLDN6	12
CLDN7	30
CLDN8	15
CLDN9	20
CLDND1	3
CLDND2	23
CLEC10A	21
CLEC11A	5
CLEC12A	1
CLEC12B	11
CLEC14A	13
CLEC16A	1
CLEC17A	18
CLEC18A	6
CLEC18C	1
CLEC19A	1
CLEC1A	13
CLEC1B	7
CLEC2A	5
CLEC2B	1
CLEC2D	22
CLEC3B	11
CLEC4A	1
CLEC4C	4
CLEC4D	7
CLEC4E	10
CLEC4F	1
CLEC4G	19
CLEC4M	14
CLEC5A	3
CLEC6A	7
CLEC7A	30
CLGN	31
CLHC1	22
CLIC1	23
CLIC2	11
CLIC3	21
CLIC4	9
CLIC5	7
CLIC6	3
CLINT1	11
CLIP-170	3
CLIP1	96
CLIP2	5
CLIP3	15
CLIP4	21
CLK1	28
CLK2	34
CLK3	26
CLK4	11
CLMN	1
CLMP	1
CLN3	9
CLN5	9
CLN6	21
CLN8	6
CLNK	25
CLNS1A	31
CLOCK	50
CLP1	160
CLPB	5
CLPP	17
CLPS	2
CLPSL2	1
CLPTM1	2
CLPTM1L	2
CLPX	4
CLRN1	20
CLRN2	12
CLRN3	1
CLSPN	44
CLSTN1	18
CLSTN2	2
CLSTN3	12
CLTA	66
CLTB	66
CLTC	66
CLTCL1	66
CLTRN	6
CLU	40
CLUAP1	33
CLUH	20
CLVS1	9
CLVS2	16
CMA1	11
CMAS	1
CMC2	2
CMC4	1
CMIP	3
CMKLR1	4
CMPK1	3
CMPK2	1
CMSS1	2
CMTM2	12
CMTM3	20
CMTM4	17
CMTM5	32
CMTM6	17
CMTM7	26
CMTM8	3
CMTR1	1
CMYA5	8
CNBP	52
CNDP1	1
CNDP2	9
CNEP1R1	2
CNFN	14
CNGA1	10
CNGA2	22
CNGA3	5
CNGA4	21
CNGB1	22
CNGB3	4
CNIH1	36
CNIH2	34
CNIH3	34
CNIH4	5
CNKSR1	21
CNKSR2	12
CNKSR3	10
CNMD	5
CNN1	20
CNN2	2
CNN3	2
CNNM1	3
CNNM3	42
CNNM4	1
CNO	5
CNOT1	26
CNOT10	21
CNOT11	21
CNOT2	32
CNOT3	23
CNOT4	23
CNOT6	39
CNOT6L	21
CNOT7	26
CNOT8	21
CNOT9	41
CNP	4
CNPPD1	1
CNPY2	5
CNPY3	24
CNPY4	17
CNR1	39
CNR2	26
CNRIP1	2
CNST	5
CNTF	52
CNTFR	52
CNTLN	4
CNTN1	25
CNTN2	12
CNTN3	2
CNTN4	1
CNTN5	2
CNTN6	6
CNTNAP1	12
CNTNAP2	10
CNTNAP3	3
CNTNAP4	6
CNTRL	93
CNTROB	14
COA1	2
COA3	2
COA5	4
COA6	3
COA7	5
COA8	2
COASY	5
COBL	3
COBLL1	2
COBRA1	4
COCH	3
COG1	62
COG2	62
COG3	62
COG4	62
COG5	62
COG6	62
COG7	62
COG8	62
COIL	43
COL10A1	55
COL11A1	55
COL11A2	53
COL12A1	55
COL13A1	50
COL14A1	54
COL15A1	55
COL16A1	52
COL17A1	54
COL18A1	32
COL19A1	51
COL1A1	56
COL1A2	56
COL20A1	8
COL21A1	4
COL22A1	4
COL23A1	10
COL24A1	11
COL25A1	8
COL26A1	7
COL27A1	11
COL28A1	4
COL2A1	56
COL3A1	56
COL4A1	56
COL4A2	56
COL4A3	56
COL4A3BP	9
COL4A4	56
COL4A5	56
COL4A6	56
COL5A1	56
COL5A2	53
COL5A3	53
COL6A1	56
COL6A2	56
COL6A3	56
COL6A5	28
COL6A6	28
COL7A1	56
COL8A1	56
COL8A2	53
COL9A1	56
COL9A2	56
COL9A3	56
COLEC10	6
COLEC11	6
COLEC12	3
COLGALT2	3
COLQ	6
COMMD1	73
COMMD10	3
COMMD2	4
COMMD3	9
COMMD3-BMI1	5
COMMD4	4
COMMD5	3
COMMD6	4
COMMD7	2
COMMD8	7
COMMD9	4
COMP	36
COMT	30
COMTD1	2
COP1	68
COPA	62
COPB1	62
COPB2	62
COPE	62
COPG	12
COPG1	62
COPG2	62
COPRS	9
COPS2	81
COPS3	81
COPS4	81
COPS5	85
COPS6	81
COPS7A	77
COPS7B	77
COPS8	78
COPS9	3
COPZ1	62
COPZ2	62
COQ10A	43
COQ10B	43
